seed,reliability_heterogeneity,method,step_size,objective_smoothness,initial_test_loss,test_loss_after_one_step,one_step_test_loss_decrease,final_train_loss,final_test_loss,final_test_accuracy,mean_initial_reliability_gain,mean_shunt_conductance,mean_final_physical_attenuation,minimum_input_rate
7100,1.5,anti_aligned_shunt,23.87581247,0.02094169573,0.3957573495,0.3936618016,0.002095547947,0.3733354777,0.372489248,0.9985351562,0.5,6.807343302,0.5132157463,0
7100,1.5,explicit_point_gate,23.87581247,0.02094169573,0.3957573495,0.3934811502,0.002276199279,0.371734076,0.373156796,0.9985351562,0.5,6.800545894,0.5103499827,0
7100,1.5,aligned_clean_credit,23.87581247,0.02094169573,0.3957573495,0.3931816423,0.002575707165,0.3706199114,0.3722779838,0.998046875,0.5,6.800545894,0.511100411,0
7100,2,exact_clean_bp,23.87581247,0.02094169573,0.3957573495,0.3917927547,0.003964594794,0.3528005829,0.3545251722,0.9990234375,0.5015017238,0,1,0
7100,2,noisy_no_shunt,23.87581247,0.02094169573,0.3957573495,0.3920566333,0.003700716212,0.3642833887,0.3645280418,0.9951171875,0.5015017238,0,1,0
7100,2,state_matched_additive,23.87581247,0.02094169573,0.3957573495,0.3920566333,0.003700716212,0.3642833887,0.3645280418,0.9951171875,0.5015017238,0,1,0
7100,2,best_global_shunt,23.87581247,0.02094169573,0.3957573495,0.3950606642,0.0006966853101,0.3892178737,0.3899545337,0.9975585938,0.5015017238,13.70424483,0.1090042668,0
7100,2,reliability_aligned_shunt,23.87581247,0.02094169573,0.3957573495,0.3931687281,0.002588621362,0.3721874313,0.3735614235,0.998046875,0.5015017238,11.29536568,0.5138761008,0
7100,2,shuffled_shunt,23.87581247,0.02094169573,0.3957573495,0.3937991861,0.001958163362,0.3796267539,0.379674967,0.99609375,0.5015017238,11.27052982,0.5152845168,0
7100,2,anti_aligned_shunt,23.87581247,0.02094169573,0.3957573495,0.3935918944,0.002165455103,0.3785085188,0.3770431665,0.9912109375,0.5015017238,11.30186053,0.5126664389,0
7100,2,explicit_point_gate,23.87581247,0.02094169573,0.3957573495,0.3931687281,0.002588621362,0.3721874313,0.3735614235,0.998046875,0.5015017238,11.29536568,0.5138761008,0
7100,2,aligned_clean_credit,23.87581247,0.02094169573,0.3957573495,0.3932419943,0.002515355203,0.3709340791,0.3726799664,0.9985351562,0.5015017238,11.29536568,0.5116881817,0
7101,0,exact_clean_bp,23.85600122,0.02095908679,0.3942041912,0.3895392349,0.004664956284,0.3392896562,0.3452967755,0.998046875,0.5,0,1,0
7101,0,noisy_no_shunt,23.85600122,0.02095908679,0.3942041912,0.3911579315,0.003046259708,0.3434960596,0.349799605,0.998046875,0.5,0,1,0
7101,0,state_matched_additive,23.85600122,0.02095908679,0.3942041912,0.3911579315,0.003046259708,0.3434960596,0.349799605,0.998046875,0.5,0,1,0
7101,0,best_global_shunt,23.85600122,0.02095908679,0.3942041912,0.3918241635,0.002380027722,0.3595725424,0.3640703301,0.9975585938,0.5,1.564059256,0.5159143808,0
7101,0,reliability_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3918241635,0.002380027722,0.3595725424,0.3640703301,0.9975585938,0.5,1.564059256,0.5159143808,0
7101,0,shuffled_shunt,23.85600122,0.02095908679,0.3942041912,0.3918241635,0.002380027722,0.3595725424,0.3640703301,0.9975585938,0.5,1.564059256,0.5159143808,0
7101,0,anti_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3918241635,0.002380027722,0.3595725424,0.3640703301,0.9975585938,0.5,1.564059256,0.5159143808,0
7101,0,explicit_point_gate,23.85600122,0.02095908679,0.3942041912,0.3918241635,0.002380027722,0.3595725424,0.3640703301,0.9975585938,0.5,1.564059256,0.5159143808,0
7101,0,aligned_clean_credit,23.85600122,0.02095908679,0.3942041912,0.3910004493,0.003203741944,0.3574251853,0.3618611999,0.9975585938,0.5,1.564059256,0.5155388089,0
7101,0.5,exact_clean_bp,23.85600122,0.02095908679,0.3942041912,0.3895392349,0.004664956284,0.3392896562,0.3452967755,0.998046875,0.5,0,1,0
7101,0.5,noisy_no_shunt,23.85600122,0.02095908679,0.3942041912,0.3908602897,0.003343901486,0.340326627,0.3457487219,0.998046875,0.5,0,1,0
7101,0.5,state_matched_additive,23.85600122,0.02095908679,0.3942041912,0.3908602897,0.003343901486,0.340326627,0.3457487219,0.998046875,0.5,0,1,0
7101,0.5,best_global_shunt,23.85600122,0.02095908679,0.3942041912,0.3919000131,0.002304178102,0.3595911555,0.36373906,0.9975585938,0.5,1.814012404,0.4794126142,0
7101,0.5,reliability_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3915057996,0.002698391646,0.3580343182,0.3626624331,0.9975585938,0.5,1.922696474,0.5132809179,0
7101,0.5,shuffled_shunt,23.85600122,0.02095908679,0.3942041912,0.3915235088,0.002680682474,0.3583004082,0.3627604105,0.9975585938,0.5,1.922057965,0.5130695168,0
7101,0.5,anti_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3921844406,0.002019750647,0.3594150989,0.3633831917,0.9975585938,0.5,1.920253696,0.5144193268,0
7101,0.5,explicit_point_gate,23.85600122,0.02095908679,0.3942041912,0.3915057996,0.002698391646,0.3580343182,0.3626624331,0.9975585938,0.5,1.922696474,0.5132809179,0
7101,0.5,aligned_clean_credit,23.85600122,0.02095908679,0.3942041912,0.3909817868,0.003222404402,0.3581973927,0.362807845,0.9975585938,0.5,1.922696474,0.51350272,0
7101,1,exact_clean_bp,23.85600122,0.02095908679,0.3942041912,0.3895392349,0.004664956284,0.3392896562,0.3452967755,0.998046875,0.5,0,1,0
7101,1,noisy_no_shunt,23.85600122,0.02095908679,0.3942041912,0.3897538369,0.004450354314,0.3414242971,0.3476965901,0.99609375,0.5,0,1,0
7101,1,state_matched_additive,23.85600122,0.02095908679,0.3942041912,0.3897538369,0.004450354314,0.3414242971,0.3476965901,0.99609375,0.5,0,1,0
7101,1,best_global_shunt,23.85600122,0.02095908679,0.3942041912,0.3917088403,0.00249535096,0.3677380054,0.3714080873,0.9970703125,0.5,2.984810385,0.3611481769,0
7101,1,reliability_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3913929069,0.002811284314,0.3600593679,0.3650671175,0.9970703125,0.5,3.290830599,0.5119171324,0
7101,1,shuffled_shunt,23.85600122,0.02095908679,0.3942041912,0.3915456339,0.002658557368,0.3588819057,0.3639188427,0.9975585938,0.5,3.284448689,0.5149384884,0
7101,1,anti_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3910653057,0.003138885496,0.3642243254,0.3682118271,0.99609375,0.5,3.283981278,0.5141617504,0
7101,1,explicit_point_gate,23.85600122,0.02095908679,0.3942041912,0.3913929069,0.002811284314,0.3600593679,0.3650671175,0.9970703125,0.5,3.290830599,0.5119171324,0
7101,1,aligned_clean_credit,23.85600122,0.02095908679,0.3942041912,0.3910408156,0.003163375611,0.3591592382,0.3638981759,0.9975585938,0.5,3.290830599,0.5108162121,0
7101,1.5,exact_clean_bp,23.85600122,0.02095908679,0.3942041912,0.3895392349,0.004664956284,0.3392896562,0.3452967755,0.998046875,0.5,0,1,0
7101,1.5,noisy_no_shunt,23.85600122,0.02095908679,0.3942041912,0.3900202867,0.004183904485,0.3478553056,0.3535249816,0.984375,0.5,0,1,0
7101,1.5,state_matched_additive,23.85600122,0.02095908679,0.3942041912,0.3900202867,0.004183904485,0.3478553056,0.3535249816,0.984375,0.5,0,1,0
7101,1.5,best_global_shunt,23.85600122,0.02095908679,0.3942041912,0.3927619342,0.001442257007,0.379102399,0.3817817376,0.994140625,0.5,6.052045557,0.2204260727,0
7101,1.5,reliability_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3910620054,0.003142185785,0.3606607946,0.3654710555,0.9965820312,0.5,6.833596436,0.5109163612,0
7101,1.5,shuffled_shunt,23.85600122,0.02095908679,0.3942041912,0.3914123888,0.002791802421,0.3650546416,0.3692569942,0.9926757812,0.5,6.813006829,0.5165732025,0
7101,1.5,anti_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3922803342,0.001923857054,0.3723957913,0.3760883682,0.9775390625,0.5,6.816606784,0.5128080818,0
7101,1.5,explicit_point_gate,23.85600122,0.02095908679,0.3942041912,0.3910620054,0.003142185785,0.3606607946,0.3654710555,0.9965820312,0.5,6.833596436,0.5109163612,0
7101,1.5,aligned_clean_credit,23.85600122,0.02095908679,0.3942041912,0.3911085161,0.003095675143,0.3594671031,0.3642674653,0.998046875,0.5,6.833596436,0.5088990219,0
7101,2,exact_clean_bp,23.85600122,0.02095908679,0.3942041912,0.3895392349,0.004664956284,0.3392896562,0.3452967755,0.998046875,0.5015017238,0,1,0
7101,2,noisy_no_shunt,23.85600122,0.02095908679,0.3942041912,0.3889321033,0.005272087936,0.3555446886,0.3632544853,0.998046875,0.5015017238,0,1,0
7101,2,state_matched_additive,23.85600122,0.02095908679,0.3942041912,0.3889321033,0.005272087936,0.3555446886,0.3632544853,0.998046875,0.5015017238,0,1,0
7101,2,best_global_shunt,23.85600122,0.02095908679,0.3942041912,0.3930585015,0.001145689748,0.3819418211,0.3842542196,0.9990234375,0.5015017238,13.70506697,0.1078873233,0
7101,2,reliability_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3910427286,0.00316146259,0.3592891514,0.3642192436,0.998046875,0.5015017238,11.34735768,0.5091710676,0
7101,2,shuffled_shunt,23.85600122,0.02095908679,0.3942041912,0.3903990574,0.003805133828,0.3751035411,0.3780591181,0.9990234375,0.5015017238,11.31321329,0.5138978645,0
7101,2,anti_aligned_shunt,23.85600122,0.02095908679,0.3942041912,0.3903993555,0.003804835742,0.3793908249,0.383818643,0.9985351562,0.5015017238,11.31741552,0.5180201606,0
7101,2,explicit_point_gate,23.85600122,0.02095908679,0.3942041912,0.3910427286,0.00316146259,0.3592891514,0.3642192436,0.998046875,0.5015017238,11.34735768,0.5091710676,0
7101,2,aligned_clean_credit,23.85600122,0.02095908679,0.3942041912,0.3911502949,0.003053896297,0.3594761413,0.3642772499,0.998046875,0.5015017238,11.34735768,0.5089999356,0
7102,0,exact_clean_bp,24.02952779,0.02080773307,0.396144851,0.3922488901,0.003895960956,0.3456567428,0.3547665069,1,0.5,0,1,0
7102,0,noisy_no_shunt,24.02952779,0.02080773307,0.396144851,0.3929785794,0.003166271679,0.3480522032,0.3574843014,0.99609375,0.5,0,1,0
7102,0,state_matched_additive,24.02952779,0.02080773307,0.396144851,0.3929785794,0.003166271679,0.3480522032,0.3574843014,0.99609375,0.5,0,1,0
7102,0,best_global_shunt,24.02952779,0.02080773307,0.396144851,0.3937095078,0.002435343243,0.3625399318,0.3705835297,0.99609375,0.5,1.562666525,0.5164151394,0
7102,0,reliability_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.3937095078,0.002435343243,0.3625399318,0.3705835297,0.99609375,0.5,1.562666525,0.5164151394,0
7102,0,shuffled_shunt,24.02952779,0.02080773307,0.396144851,0.3937095078,0.002435343243,0.3625399318,0.3705835297,0.99609375,0.5,1.562666525,0.5164151394,0
7102,0,anti_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.3937095078,0.002435343243,0.3625399318,0.3705835297,0.99609375,0.5,1.562666525,0.5164151394,0
7102,0,explicit_point_gate,24.02952779,0.02080773307,0.396144851,0.3937095078,0.002435343243,0.3625399318,0.3705835297,0.99609375,0.5,1.562666525,0.5164151394,0
7102,0,aligned_clean_credit,24.02952779,0.02080773307,0.396144851,0.3933605489,0.002784302148,0.3609835062,0.3690540964,0.9975585938,0.5,1.562666525,0.515285266,0
7102,0.5,exact_clean_bp,24.02952779,0.02080773307,0.396144851,0.3922488901,0.003895960956,0.3456567428,0.3547665069,1,0.5,0,1,0
7102,0.5,noisy_no_shunt,24.02952779,0.02080773307,0.396144851,0.3931075507,0.003037300288,0.3470626055,0.3557760393,0.9990234375,0.5,0,1,0
7102,0.5,state_matched_additive,24.02952779,0.02080773307,0.396144851,0.3931075507,0.003037300288,0.3470626055,0.3557760393,0.9990234375,0.5,0,1,0
7102,0.5,best_global_shunt,24.02952779,0.02080773307,0.396144851,0.3940570924,0.00208775862,0.3656456229,0.3731408175,0.9985351562,0.5,1.996747283,0.4553193738,0
7102,0.5,reliability_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.3938851312,0.00225971979,0.3650442334,0.3731510596,0.998046875,0.5,1.918507386,0.5147052639,0
7102,0.5,shuffled_shunt,24.02952779,0.02080773307,0.396144851,0.3940043367,0.002140514363,0.3642334894,0.371657532,0.9985351562,0.5,1.919900198,0.5141823746,0
7102,0.5,anti_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.3939907794,0.002154071604,0.3612281339,0.368452575,0.9985351562,0.5,1.919414492,0.5137753594,0
7102,0.5,explicit_point_gate,24.02952779,0.02080773307,0.396144851,0.3938851312,0.00225971979,0.3650442334,0.3731510596,0.998046875,0.5,1.918507386,0.5147052639,0
7102,0.5,aligned_clean_credit,24.02952779,0.02080773307,0.396144851,0.3934980163,0.002646834762,0.36297584,0.3714822773,0.9975585938,0.5,1.918507386,0.5145622853,0
7102,1,exact_clean_bp,24.02952779,0.02080773307,0.396144851,0.3922488901,0.003895960956,0.3456567428,0.3547665069,1,0.5,0,1,0
7102,1,noisy_no_shunt,24.02952779,0.02080773307,0.396144851,0.3919971263,0.004147724737,0.3503558117,0.3607011393,1,0.5,0,1,0
7102,1,state_matched_additive,24.02952779,0.02080773307,0.396144851,0.3919971263,0.004147724737,0.3503558117,0.3607011393,1,0.5,0,1,0
7102,1,best_global_shunt,24.02952779,0.02080773307,0.396144851,0.3936477762,0.002497074868,0.3699749333,0.3778016888,0.998046875,0.5,3.408653315,0.3283367954,0
7102,1,reliability_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.3933697444,0.002775106588,0.3648416689,0.3741418609,0.9990234375,0.5,3.278877654,0.5103990147,0
7102,1,shuffled_shunt,24.02952779,0.02080773307,0.396144851,0.3931512852,0.002993565859,0.3601235691,0.3692589012,0.9985351562,0.5,3.287547456,0.5059748178,0
7102,1,anti_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.3927418115,0.003403039578,0.360895436,0.3688054989,0.9995117188,0.5,3.281279888,0.5071562788,0
7102,1,explicit_point_gate,24.02952779,0.02080773307,0.396144851,0.3933697444,0.002775106588,0.3648416689,0.3741418609,0.9990234375,0.5,3.278877654,0.5103990147,0
7102,1,aligned_clean_credit,24.02952779,0.02080773307,0.396144851,0.3936797632,0.00246508783,0.3652156029,0.3740040609,0.998046875,0.5,3.278877654,0.5126706026,0
7102,1.5,exact_clean_bp,24.02952779,0.02080773307,0.396144851,0.3922488901,0.003895960956,0.3456567428,0.3547665069,1,0.5,0,1,0
7102,1.5,noisy_no_shunt,24.02952779,0.02080773307,0.396144851,0.3924483269,0.003696524115,0.3554234483,0.3622904376,0.9887695312,0.5,0,1,0
7102,1.5,state_matched_additive,24.02952779,0.02080773307,0.396144851,0.3924483269,0.003696524115,0.3554234483,0.3622904376,0.9887695312,0.5,0,1,0
7102,1.5,best_global_shunt,24.02952779,0.02080773307,0.396144851,0.3947916677,0.001353183316,0.384183572,0.3907087644,0.9946289062,0.5,6.908610029,0.198160484,0
7102,1.5,reliability_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.393561907,0.002582944037,0.3681422297,0.3769284212,0.998046875,0.5,6.800584197,0.5093075341,0
7102,1.5,shuffled_shunt,24.02952779,0.02080773307,0.396144851,0.3931925971,0.002952253968,0.3694066571,0.3782573789,0.9975585938,0.5,6.802936251,0.509638661,0
7102,1.5,anti_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.3938432224,0.002301628615,0.3650097235,0.3701200894,0.9887695312,0.5,6.80583774,0.5058161481,0
7102,1.5,explicit_point_gate,24.02952779,0.02080773307,0.396144851,0.393561907,0.002582944037,0.3681422297,0.3769284212,0.998046875,0.5,6.800584197,0.5093075341,0
7102,1.5,aligned_clean_credit,24.02952779,0.02080773307,0.396144851,0.3938335679,0.00231128315,0.3671192252,0.3760258996,0.998046875,0.5,6.800584197,0.5111571081,0
7102,2,exact_clean_bp,24.02952779,0.02080773307,0.396144851,0.3922488901,0.003895960956,0.3456567428,0.3547665069,1,0.5015017238,0,1,0
7102,2,noisy_no_shunt,24.02952779,0.02080773307,0.396144851,0.3918094595,0.004335391535,0.3715139272,0.3825941364,0.9736328125,0.5015017238,0,1,0
7102,2,state_matched_additive,24.02952779,0.02080773307,0.396144851,0.3918094595,0.004335391535,0.3715139272,0.3825941364,0.9736328125,0.5015017238,0,1,0
7102,2,best_global_shunt,24.02952779,0.02080773307,0.396144851,0.3950262305,0.001118620479,0.385129453,0.3914628412,0.9975585938,0.5015017238,15.45790528,0.0979354174,0
7102,2,reliability_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.3934564619,0.002688389139,0.3680118048,0.3772834082,0.998046875,0.5015017238,11.29387138,0.509080448,0
7102,2,shuffled_shunt,24.02952779,0.02080773307,0.396144851,0.3925450774,0.003599773604,0.385166137,0.3930820933,0.9833984375,0.5015017238,11.34125932,0.5030098681,0
7102,2,anti_aligned_shunt,24.02952779,0.02080773307,0.396144851,0.3922618471,0.003883003931,0.3802598261,0.3881009606,0.9853515625,0.5015017238,11.30739751,0.5064427111,0
7102,2,explicit_point_gate,24.02952779,0.02080773307,0.396144851,0.3934564619,0.002688389139,0.3680118048,0.3772834082,0.998046875,0.5015017238,11.29387138,0.509080448,0
7102,2,aligned_clean_credit,24.02952779,0.02080773307,0.396144851,0.3939352284,0.002209622624,0.3685695437,0.3775083874,0.998046875,0.5015017238,11.29387138,0.5114066141,0
7103,0,exact_clean_bp,23.77629372,0.0210293499,0.3938951044,0.389429473,0.004465631405,0.3539635614,0.3532022154,0.9995117188,0.5,0,1,0
7103,0,noisy_no_shunt,23.77629372,0.0210293499,0.3938951044,0.3898192705,0.004075833887,0.356332973,0.3553144104,0.9990234375,0.5,0,1,0
7103,0,state_matched_additive,23.77629372,0.0210293499,0.3938951044,0.3898192705,0.004075833887,0.356332973,0.3553144104,0.9990234375,0.5,0,1,0
7103,0,best_global_shunt,23.77629372,0.0210293499,0.3938951044,0.39097049,0.002924614397,0.3676714,0.3655331023,0.9990234375,0.5,1.565306995,0.5142753122,0
7103,0,reliability_aligned_shunt,23.77629372,0.0210293499,0.3938951044,0.39097049,0.002924614397,0.3676714,0.3655331023,0.9990234375,0.5,1.565306995,0.5142753122,0
7103,0,shuffled_shunt,23.77629372,0.0210293499,0.3938951044,0.39097049,0.002924614397,0.3676714,0.3655331023,0.9990234375,0.5,1.565306995,0.5142753122,0
7103,0,anti_aligned_shunt,23.77629372,0.0210293499,0.3938951044,0.39097049,0.002924614397,0.3676714,0.3655331023,0.9990234375,0.5,1.565306995,0.5142753122,0
7103,0,explicit_point_gate,23.77629372,0.0210293499,0.3938951044,0.39097049,0.002924614397,0.3676714,0.3655331023,0.9990234375,0.5,1.565306995,0.5142753122,0
7103,0,aligned_clean_credit,23.77629372,0.0210293499,0.3938951044,0.3907568647,0.003138239675,0.3677499207,0.3657074505,0.9990234375,0.5,1.565306995,0.5143102016,0
7103,0.5,exact_clean_bp,23.77629372,0.0210293499,0.3938951044,0.389429473,0.004465631405,0.3539635614,0.3532022154,0.9995117188,0.5,0,1,0
7103,0.5,noisy_no_shunt,23.77629372,0.0210293499,0.3938951044,0.3896199452,0.004275159201,0.3569779558,0.3549838261,0.9985351562,0.5,0,1,0
7103,0.5,state_matched_additive,23.77629372,0.0210293499,0.3938951044,0.3896199452,0.004275159201,0.3569779558,0.3549838261,0.9985351562,0.5,0,1,0
7103,0.5,best_global_shunt,23.77629372,0.0210293499,0.3938951044,0.391023954,0.002871150397,0.3714810593,0.3688863701,0.9990234375,0.5,1.946082249,0.4609714923,0
7103,0.5,reliability_aligned_shunt,23.77629372,0.0210293499,0.3938951044,0.3912227509,0.002672353502,0.369267315,0.3664411843,0.998046875,0.5,1.922349677,0.5141926743,0
7103,0.5,shuffled_shunt,23.77629372,0.0210293499,0.3938951044,0.3910319283,0.002863176014,0.372575073,0.3699197909,1,0.5,1.922924054,0.5121650639,0
7103,0.5,anti_aligned_shunt,23.77629372,0.0210293499,0.3938951044,0.3905732162,0.003321888178,0.371139623,0.3689599212,1,0.5,1.923307086,0.5126338454,0
7103,0.5,explicit_point_gate,23.77629372,0.0210293499,0.3938951044,0.3912227509,0.002672353502,0.369267315,0.3664411843,0.998046875,0.5,1.922349677,0.5141926743,0
7103,0.5,aligned_clean_credit,23.77629372,0.0210293499,0.3938951044,0.390830274,0.003064830386,0.3675738082,0.3651938242,0.998046875,0.5,1.922349677,0.5131349542,0
7103,1,exact_clean_bp,23.77629372,0.0210293499,0.3938951044,0.389429473,0.004465631405,0.3539635614,0.3532022154,0.9995117188,0.5,0,1,0
7103,1,noisy_no_shunt,23.77629372,0.0210293499,0.3938951044,0.3893673016,0.004527802754,0.3563660893,0.3562860754,0.9995117188,0.5,0,1,0
7103,1,state_matched_additive,23.77629372,0.0210293499,0.3938951044,0.3893673016,0.004527802754,0.3563660893,0.3562860754,0.9995117188,0.5,0,1,0
7103,1,best_global_shunt,23.77629372,0.0210293499,0.3938951044,0.3913921113,0.002502993063,0.3771353651,0.3747768481,0.9975585938,0.5,3.296392931,0.3381934523,0
7103,1,reliability_aligned_shunt,23.77629372,0.0210293499,0.3938951044,0.3907417729,0.003153331422,0.3689287473,0.3662978019,0.9990234375,0.5,3.287367415,0.5109556907,0
7103,1,shuffled_shunt,23.77629372,0.0210293499,0.3938951044,0.3905663209,0.003328783411,0.3709251537,0.3680959363,0.9995117188,0.5,3.287795316,0.5076468888,0
7103,1,anti_aligned_shunt,23.77629372,0.0210293499,0.3938951044,0.3907558536,0.003139250796,0.3715644055,0.3709479389,1,0.5,3.290419522,0.5102404162,0
