panel,task,optimizer,rule,step,mean,ci_low,ci_high,n,bound,contrast,n_positive,seed,first_contact_step,last_precontact_checkpoint,exact_nmse,broadcast_nmse,gap,rate,validation_nmse
C,,adam,calibrated_broadcast,,,,,,,,,2110.0,1818.0,1024.0,0.0001542601258208,0.7221014782250905,0.7219472180992698,,
C,,adam,calibrated_broadcast,,,,,,,,,2111.0,601.0,256.0,0.0005075125754816,0.6181488327012061,0.6176413201257245,,
C,,adam,calibrated_broadcast,,,,,,,,,2112.0,8326.0,8192.0,1.6773741871952929e-06,0.9957614737145454,0.9957597963403582,,
C,,adam,calibrated_broadcast,,,,,,,,,2113.0,670.0,256.0,0.0002422948482823,1.0065939320898427,1.0063516372415604,,
C,,adam,calibrated_broadcast,,,,,,,,,2114.0,2995.0,2048.0,3.305174525330178e-05,0.8869038896236138,0.8868708378783605,,
C,,adam,calibrated_broadcast,,,,,,,,,2115.0,544.0,256.0,0.0001490288695548,0.4109332114085317,0.4107841825389768,,
C,,adam,calibrated_broadcast,,,,,,,,,2116.0,6263.0,4096.0,2.1597023211291057e-05,0.9336210306189044,0.9335994335956932,,
C,,adam,calibrated_broadcast,,,,,,,,,2117.0,1357.0,1024.0,0.0002250204257912,1.0093322776069105,1.0091072571811193,,
C,,adam,calibrated_broadcast,,,,,,,,,2118.0,1039.0,1024.0,0.000177221235632,0.6023233884581252,0.6021461672224931,,
C,,adam,calibrated_broadcast,,,,,,,,,2119.0,571.0,256.0,0.0003377898277532,0.6596756052908829,0.6593378154631296,,
C,,adam,calibrated_broadcast,,,,,,,,,2120.0,757.0,256.0,0.000290881833997,0.7880037482333335,0.7877128663993366,,
D,aligned_strong,adam,exact,,,,,,,,,,,,,,,0.03,1.874244608524652e-05
D,opposed_strong,adam,exact,,,,,,,,,,,,,,,0.03,2.015857938016809e-05
D,opposed_moderate,adam,exact,,,,,,,,,,,,,,,0.03,0.0001772277813857
D,opposed_ungated,adam,exact,,,,,,,,,,,,,,,0.03,0.0016121647478
D,aligned_strong,adam,ancestry_three_oracle,,,,,,,,,,,,,,,0.03,2.140343233575964e-05
D,opposed_strong,adam,ancestry_three_oracle,,,,,,,,,,,,,,,0.03,2.1426990651611997e-05
D,opposed_moderate,adam,ancestry_three_oracle,,,,,,,,,,,,,,,0.03,0.0001742745761423
D,opposed_ungated,adam,ancestry_three_oracle,,,,,,,,,,,,,,,0.03,0.0016327967155936
D,aligned_strong,adam,calibrated_broadcast,,,,,,,,,,,,,,,0.03,0.0002518602174897
D,opposed_strong,adam,calibrated_broadcast,,,,,,,,,,,,,,,0.03,0.7352950509324035
D,opposed_moderate,adam,calibrated_broadcast,,,,,,,,,,,,,,,0.03,0.6422201863444096
D,opposed_ungated,adam,calibrated_broadcast,,,,,,,,,,,,,,,0.03,0.0025072234613578
D,aligned_strong,adam,unit_broadcast,,,,,,,,,,,,,,,0.03,0.0002518619445333
D,opposed_strong,adam,unit_broadcast,,,,,,,,,,,,,,,0.03,0.7352952298278966
D,opposed_moderate,adam,unit_broadcast,,,,,,,,,,,,,,,0.03,0.642422460141714
D,opposed_ungated,adam,unit_broadcast,,,,,,,,,,,,,,,0.03,0.0009170785332599
