seed,rate,step,validation_nmse,bound_fraction
2026100100,0.01,7936,0.9338116858568086,0.0
2026100100,0.01,8064,0.9326654279562872,0.0
2026100100,0.01,8192,0.9302528238362018,0.0
2026100100,0.01,8320,0.9288456686950549,0.0
2026100100,0.01,8448,0.928523245883852,0.0
2026100100,0.01,8576,0.9261339597620223,0.0
2026100100,0.01,8704,0.924460345998423,0.0
2026100100,0.01,8832,0.9235111504583363,0.0
2026100100,0.01,8960,0.921529946811609,0.0
2026100100,0.01,9088,0.9208166985294435,0.0
2026100100,0.01,9216,0.9180312095464528,0.0
2026100100,0.01,9344,0.9163534844384416,0.0
2026100100,0.01,9472,0.9147977703580522,0.0
2026100100,0.01,9600,0.9135247514967093,0.0
2026100100,0.01,9728,0.9112917985539204,0.0
2026100100,0.01,9856,0.9095248711862618,0.0
2026100100,0.01,9984,0.9084729006841927,0.0
2026100100,0.01,10112,0.9063188996145577,0.0
2026100100,0.01,10240,0.9062169712881072,0.0
2026100100,0.01,10368,0.9024509135931367,0.0
2026100100,0.01,10496,0.9002426152412428,0.0
2026100100,0.01,10624,0.8991584944115344,0.0
2026100100,0.01,10752,0.8973780950355327,0.0
2026100100,0.01,10880,0.8942288708015996,0.0
2026100100,0.01,11008,0.8926887884377797,0.0
2026100100,0.01,11136,0.8906196459385762,0.0
2026100100,0.01,11264,0.8886909708985355,0.0
2026100100,0.01,11392,0.8861513570508144,0.0
2026100100,0.01,11520,0.8841526784992516,0.0
2026100100,0.01,11648,0.8815021224983458,0.0
2026100100,0.01,11776,0.8792494285188632,0.0
2026100100,0.01,11904,0.8768621903231735,0.0
2026100100,0.01,12032,0.8743752857053922,0.0
2026100100,0.01,12160,0.8722801790275821,0.0
2026100100,0.01,12288,0.8700198594736833,0.0
2026100100,0.01,12416,0.8681797969299596,0.0
2026100100,0.01,12544,0.8647572623057252,0.0
2026100100,0.01,12672,0.8620738569522896,0.0
2026100100,0.01,12800,0.8607828275769978,0.0
2026100100,0.01,12928,0.8571949538422797,0.0
2026100100,0.01,13056,0.8548391334550893,0.0
2026100100,0.01,13184,0.852095142302302,0.0
2026100100,0.01,13312,0.848532971462717,0.0
2026100100,0.01,13440,0.8460689298731381,0.0
2026100100,0.01,13568,0.8427509144397625,0.0
2026100100,0.01,13696,0.8399360005691132,0.0
2026100100,0.01,13824,0.8383483654032662,0.0
2026100100,0.01,13952,0.8339463985871596,0.0
2026100100,0.01,14080,0.8325395512624202,0.0
2026100100,0.01,14208,0.8276884782689515,0.0
2026100100,0.01,14336,0.824648239282529,0.0
2026100100,0.01,14464,0.821814892927659,0.0
2026100100,0.01,14592,0.8183337441555215,0.0
2026100100,0.01,14720,0.8150996769918585,0.0
2026100100,0.01,14848,0.8133151044644099,0.0
2026100100,0.01,14976,0.808475595337689,0.0
2026100100,0.01,15104,0.8050200657008186,0.0
2026100100,0.01,15232,0.802184725136532,0.0
2026100100,0.01,15360,0.7980840248444426,0.0
2026100100,0.01,15488,0.7947674139038613,0.0
2026100100,0.01,15616,0.7914348295086114,0.0
2026100100,0.01,15744,0.7880547304632778,0.0
2026100100,0.01,15872,0.784134160175621,0.0
2026100100,0.01,16000,0.7799492180345836,0.0
2026100100,0.01,16128,0.7756450728760147,0.0
2026100100,0.01,16256,0.7718469866116446,0.0
2026100100,0.01,16384,0.7689062660853068,0.0
2026100100,0.01,16512,0.7639067052690872,0.0
2026100100,0.01,16640,0.7601216971582427,0.0
2026100100,0.01,16768,0.7558978501921029,0.0
2026100100,0.01,16896,0.753248151636423,0.0
2026100100,0.01,17024,0.7480838069693542,0.0
2026100100,0.01,17152,0.7442361648109906,0.0
2026100100,0.01,17280,0.73980169605634,0.0
2026100100,0.01,17408,0.7358392889987443,0.0
2026100100,0.01,17536,0.7307698753384788,0.0
2026100100,0.01,17664,0.7261364806156956,0.0
2026100100,0.01,17792,0.7214480720894082,0.0
2026100100,0.01,17920,0.7170296165496933,0.0
2026100100,0.01,18048,0.7125892378668651,0.0
2026100100,0.01,18176,0.7083055237345778,0.0
2026100100,0.01,18304,0.7032863479882254,0.0
2026100100,0.01,18432,0.7001251785468037,0.0
2026100100,0.01,18560,0.6943468772065039,0.0
2026100100,0.01,18688,0.6898513267473674,0.0
2026100100,0.01,18816,0.6863412436528483,0.0
2026100100,0.01,18944,0.6794919440438981,0.0
2026100100,0.01,19072,0.6749281419556514,0.0
2026100100,0.01,19200,0.6700690422811946,0.0
2026100100,0.01,19328,0.6644545124586362,0.0
2026100100,0.01,19456,0.6599795600316276,0.0
2026100100,0.01,19584,0.65466140627293,0.0
2026100100,0.01,19712,0.6496851933519173,0.0
2026100100,0.01,19840,0.6444696727578134,0.0
2026100100,0.01,19968,0.6392202687532292,0.0
2026100100,0.01,20096,0.6338799748946201,0.0
2026100100,0.01,20224,0.6284873447390548,0.0
2026100100,0.01,20352,0.6232365478749808,0.0
2026100100,0.01,20480,0.6182298036277142,0.0
2026100100,0.01,20608,0.6141068432806107,0.0
2026100100,0.01,20736,0.60721787611752,0.0
2026100100,0.01,20864,0.6015653619068335,0.0
2026100100,0.01,20992,0.5962160906885823,0.0
2026100100,0.01,21120,0.5906539530314884,0.0
2026100100,0.01,21248,0.5854374127304488,0.0
2026100100,0.01,21376,0.5799519206795424,0.0
2026100100,0.01,21504,0.5747844587434786,0.0
2026100100,0.01,21632,0.5701473386193356,0.0
2026100100,0.01,21760,0.5648252969216002,0.0
2026100100,0.01,21888,0.5589915071172272,0.0
2026100100,0.01,22016,0.5534102463927915,0.0
2026100100,0.01,22144,0.5472363245546549,0.0
2026100100,0.01,22272,0.542305662967249,0.0
2026100100,0.01,22400,0.536868948793589,0.0
2026100100,0.01,22528,0.5310717324400227,0.0
2026100100,0.01,22656,0.5253330256004763,0.0
2026100100,0.01,22784,0.5205421342117482,0.0
2026100100,0.01,22912,0.514616155739196,0.0
2026100100,0.01,23040,0.5098255877086655,0.0
2026100100,0.01,23168,0.5039698220081402,0.0
2026100100,0.01,23296,0.4982627193714972,0.0
2026100100,0.01,23424,0.49313201746316976,0.0
2026100100,0.01,23552,0.4874162492799386,0.0
2026100100,0.01,23680,0.4824913486388643,0.0
2026100100,0.01,23808,0.4775043402549819,0.0
2026100100,0.01,23936,0.47140962799976466,0.0
2026100100,0.01,24064,0.4657544919980033,0.0
2026100100,0.01,24192,0.46156487869547314,0.0
2026100100,0.01,24320,0.4560450395950972,0.0
2026100100,0.01,24448,0.4506872005975425,0.0
2026100100,0.01,24576,0.44608911078736346,0.0
2026100100,0.01,24704,0.4402891855136665,0.0
2026100100,0.01,24832,0.4346292598606282,0.0
2026100100,0.01,24960,0.4297292991252871,0.0
2026100100,0.01,25088,0.42452774303195473,0.0
2026100100,0.01,25216,0.42061188001421645,0.0
2026100100,0.01,25344,0.41417366756044516,0.0
2026100100,0.01,25472,0.4097991188268256,0.0
2026100100,0.01,25600,0.4051277691984358,0.0
2026100100,0.01,25728,0.3996789203893876,0.0
2026100100,0.01,25856,0.39575492701839693,0.0
2026100100,0.01,25984,0.39058092751016155,0.0
2026100100,0.01,26112,0.3862140491130174,0.0
2026100100,0.01,26240,0.38092565875174556,0.0
2026100100,0.01,26368,0.3769986188033664,0.0
2026100100,0.01,26496,0.3727723715111066,0.0
2026100100,0.01,26624,0.3676419608013025,0.0
2026100100,0.01,26752,0.3640154064776166,0.0
2026100100,0.01,26880,0.3587745013088759,0.0
2026100100,0.01,27008,0.3553522859515562,0.0
2026100100,0.01,27136,0.35085396827799037,0.0
2026100100,0.01,27264,0.3461774521425147,0.0
2026100100,0.01,27392,0.342500869130846,0.0
2026100100,0.01,27520,0.33828884305980966,0.0
2026100100,0.01,27648,0.33398803361110596,0.0
2026100100,0.01,27776,0.33085198576279934,0.0
2026100100,0.01,27904,0.3269181079209225,0.0
2026100100,0.01,28032,0.32307469498024916,0.0
2026100100,0.01,28160,0.3198994684491832,0.0
2026100100,0.01,28288,0.31537543481124264,0.0
2026100100,0.01,28416,0.3120058851048067,0.0
2026100100,0.01,28544,0.3076400828164797,0.0
2026100100,0.01,28672,0.30383767247206017,0.0
2026100100,0.01,28800,0.3016378523995877,0.0
2026100100,0.01,28928,0.2974241265201128,0.0
2026100100,0.01,29056,0.29408404416448264,0.0
2026100100,0.01,29184,0.2909238130133824,0.0
2026100100,0.01,29312,0.2881380871648658,0.0
2026100100,0.01,29440,0.28449290228998414,0.0
2026100100,0.01,29568,0.2812545425393505,0.0
2026100100,0.01,29696,0.2782864538689209,0.0
2026100100,0.01,29824,0.27564313632535303,0.0
2026100100,0.01,29952,0.27274787690423247,0.0
2026100100,0.01,30080,0.2700502943743253,0.0
2026100100,0.01,30208,0.26694296156986624,0.0
2026100100,0.01,30336,0.2637048116924709,0.0
2026100100,0.01,30464,0.26073172454288035,0.0
2026100100,0.01,30592,0.2586232253267714,0.0
2026100100,0.01,30720,0.25630156601241166,0.0
2026100100,0.01,30848,0.2532145141006519,0.0
2026100100,0.01,30976,0.2506811061222649,0.0
2026100100,0.01,31104,0.2488071246568058,0.0
2026100100,0.01,31232,0.2468590992090388,0.0
2026100100,0.01,31360,0.24412055526172263,0.0
2026100100,0.01,31488,0.2428421053024588,0.0
2026100100,0.01,31616,0.23904348222282512,0.0
2026100100,0.01,31744,0.23671332524298683,0.0
2026100100,0.01,31872,0.23473007255647438,0.0
2026100100,0.01,32000,0.23199613740107844,0.0
2026100100,0.01,32128,0.23042529450457244,0.0
2026100100,0.01,32256,0.22813201385702636,0.0
2026100100,0.01,32384,0.22735509007585053,0.0
2026100100,0.01,32512,0.22599939286742435,0.0
2026100100,0.01,32640,0.2228276773412154,0.0
2026100100,0.01,32768,0.22074407788377293,0.0
2026100100,0.03,0,1.0933914505155649,0.0
2026100100,0.03,128,0.9891032082258033,0.0
2026100100,0.03,256,0.9867165931056383,0.0
2026100100,0.03,384,0.9841009026288368,0.0
2026100100,0.03,512,0.9821204519449304,0.0
2026100100,0.03,640,0.9805917892397098,0.0
2026100100,0.03,768,0.9776216330244464,0.0
2026100100,0.03,896,0.9750143963265563,0.0
2026100100,0.03,1024,0.9750570818274976,0.0
2026100100,0.03,1152,0.9702866703728964,0.0
2026100100,0.03,1280,0.9676400415371049,0.0
2026100100,0.03,1408,0.9658954182235028,0.0
2026100100,0.03,1536,0.9626176272464034,0.0
2026100100,0.03,1664,0.9596246642369395,0.0
2026100100,0.03,1792,0.9580080858746524,0.0
2026100100,0.03,1920,0.9542867682020705,0.0
2026100100,0.03,2048,0.9501301490815438,0.0
2026100100,0.03,2176,0.9468520423370027,0.0
2026100100,0.03,2304,0.9435098214849834,0.0
2026100100,0.03,2432,0.9395613055097619,0.0
2026100100,0.03,2560,0.9360008194546797,0.0
2026100100,0.03,2688,0.9313941670502476,0.0
2026100100,0.03,2816,0.927552471229387,0.0
2026100100,0.03,2944,0.9260587969395219,0.0
2026100100,0.03,3072,0.9176786992445766,0.0
2026100100,0.03,3200,0.915464066550911,0.0
2026100100,0.03,3328,0.9074356247510292,0.0
2026100100,0.03,3456,0.9029205026258272,0.0
2026100100,0.03,3584,0.8960057204995816,0.0
2026100100,0.03,3712,0.889898290976933,0.0
2026100100,0.03,3840,0.8836151470332957,0.0
2026100100,0.03,3968,0.8767382524602517,0.0
2026100100,0.03,4096,0.8708538498675348,0.0
2026100100,0.03,4224,0.8621398285065891,0.0
2026100100,0.03,4352,0.8547611355493964,0.0
2026100100,0.03,4480,0.8465159956782854,0.0
2026100100,0.03,4608,0.8372070371286089,0.0
2026100100,0.03,4736,0.8281855342087502,0.0
2026100100,0.03,4864,0.8184056782493373,0.0
2026100100,0.03,4992,0.8088212228009647,0.0
2026100100,0.03,5120,0.7979160407745853,0.0
2026100100,0.03,5248,0.7870907187964977,0.0
2026100100,0.03,5376,0.7750520559762081,0.0
2026100100,0.03,5504,0.7632341335188924,0.0
2026100100,0.03,5632,0.7516596352335565,0.0
2026100100,0.03,5760,0.7389734238636575,0.0
2026100100,0.03,5888,0.7267876162148348,0.0
