figure,panel,record_type,source_csv,source_sha256,source_csv_row_1based_including_header,task,core,feedback,x_parameter,x_value,metric,plotted_mean_native_units,n_runs,input_validity_status,validity_evidence_level,execution_lineage_status,run_ids_present_in_plotted_source,resolved_config_rechecked,available_intended_config,available_intended_config_sha256,advertised_analysis,reason,publication_status,use_path_propagation,available_intended_base_config,strategy
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,12.0,noise_resilience,dendritic_additive,exact_path_diagnostic,ie_value,0,path_transport_weighted_cosine_mean,0.9654693236717812,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,13.0,noise_resilience,dendritic_additive,exact_path_diagnostic,ie_value,5,path_transport_weighted_cosine_mean,0.946888293669774,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,14.0,noise_resilience,dendritic_additive,exact_path_diagnostic,ie_value,10,path_transport_weighted_cosine_mean,0.9813144968106198,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,15.0,noise_resilience,dendritic_additive,exact_path_diagnostic,ie_value,20,path_transport_weighted_cosine_mean,0.9822827861859248,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,16.0,noise_resilience,dendritic_additive,exact_path_diagnostic,ie_value,40,path_transport_weighted_cosine_mean,0.9870428424615127,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,17.0,noise_resilience,dendritic_shunting,exact_path_diagnostic,ie_value,0,path_transport_weighted_cosine_mean,0.7262842119743044,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,18.0,noise_resilience,dendritic_shunting,exact_path_diagnostic,ie_value,5,path_transport_weighted_cosine_mean,1.0000039760883035,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,19.0,noise_resilience,dendritic_shunting,exact_path_diagnostic,ie_value,10,path_transport_weighted_cosine_mean,1.0000023603439332,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,20.0,noise_resilience,dendritic_shunting,exact_path_diagnostic,ie_value,20,path_transport_weighted_cosine_mean,1.0000021402652446,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,D,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,21.0,noise_resilience,dendritic_shunting,exact_path_diagnostic,ie_value,40,path_transport_weighted_cosine_mean,1.0000018431590152,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,12.0,noise_resilience,dendritic_additive,matched_width_fallback,ie_value,0,test_accuracy_mean,0.6676199913024903,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,13.0,noise_resilience,dendritic_additive,matched_width_fallback,ie_value,5,test_accuracy_mean,0.814419972896576,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,14.0,noise_resilience,dendritic_additive,matched_width_fallback,ie_value,10,test_accuracy_mean,0.8178399801254272,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,15.0,noise_resilience,dendritic_additive,matched_width_fallback,ie_value,20,test_accuracy_mean,0.8352199792861938,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,16.0,noise_resilience,dendritic_additive,matched_width_fallback,ie_value,40,test_accuracy_mean,0.8295399665832519,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,17.0,noise_resilience,dendritic_shunting,matched_width_fallback,ie_value,0,test_accuracy_mean,0.5427599906921386,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,18.0,noise_resilience,dendritic_shunting,matched_width_fallback,ie_value,5,test_accuracy_mean,0.8120799779891967,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,19.0,noise_resilience,dendritic_shunting,matched_width_fallback,ie_value,10,test_accuracy_mean,0.8372599840164184,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,20.0,noise_resilience,dendritic_shunting,matched_width_fallback,ie_value,20,test_accuracy_mean,0.8558799862861634,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/theory_diag_by_condition.csv,0850c42784f950d5a6ed1cb3df83f02f9e1804be72b33c13d14e81dd90e0dee7,21.0,noise_resilience,dendritic_shunting,matched_width_fallback,ie_value,40,test_accuracy_mean,0.860699987411499,5,unresolved,aggregate_only,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_gradient_fidelity_vs_ie_activation_corrected.yaml,ce5c8114011f10b2af9f36314c511c2cee65af23bfa45976195fccaed09b58ca,theory_diag_gradient_fidelity_vs_ie_nonnegativeinput_fix_summary,"Current intended config specifies ReLU and generator advertises a nonnegative-input correction, but the aggregate has no run IDs or executed-config evidence; neither validity nor invalidity is established.",archival_only_not_displayed,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,12.0,noise_resilience,dendritic_additive,exact_path_training,ie_value,0,test_accuracy_mean,0.9241599678993224,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,13.0,noise_resilience,dendritic_additive,exact_path_training,ie_value,5,test_accuracy_mean,0.9211399912834168,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,14.0,noise_resilience,dendritic_additive,exact_path_training,ie_value,10,test_accuracy_mean,0.9301599740982056,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,15.0,noise_resilience,dendritic_additive,exact_path_training,ie_value,20,test_accuracy_mean,0.934839963912964,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
S1,E,plotted_summary_point,drafts/dendritic-local-learning/journal/source_data/inherited_neurips/path_transport_upper_bound_summary.csv,8c8a84d63930b7c7b8f57239335f775dcfb86b171e1823e91761230103705572,16.0,noise_resilience,dendritic_additive,exact_path_training,ie_value,40,test_accuracy_mean,0.9402999758720398,5,proven_valid,declared_additive_model_domain,unresolved,False,False,drafts/dendritic-local-learning/neurips/configs/sweeps/sweep_neurips_path_transport_upper_bound_activation_corrected_5seed.yaml,f0e23ebec90fcb06f375f6393f2e6585d64c5a6c394ae4abc4e192e0de2dced1,path_transport_upper_bound_nonnegativeinput_fix_5seed,Signed inputs are allowed in the declared additive model; execution provenance is not independently resolved.,displayed_additive_only,,,
