family,task,core,strategy,feedback,routing,topology,depth,branch_factors,non_somatic_compartments_per_soma,inhibitory_synapses_per_branch,n_seeds,mean_accuracy,ci95_low,ci95_high,total_parameters,active_synapses,mean_duration_seconds,mean_peak_memory_bytes
spatial,mnist,dendritic_additive,standard,backprop,correct,spatial,4,2x2x2x2,30,11,10,0.9727199614048004,0.972249960899353,0.9731899678707123,135946,122880,227.6,2298161664.0
spatial,mnist,dendritic_shunting,local_ca,path_transport,not_applicable,random,4,2x2x2x2,30,11,10,0.9686599791049957,0.9680999875068664,0.9691699802875519,135946,122880,316.5,3173399040.0
spatial,mnist,dendritic_shunting,local_ca,path_transport,not_applicable,spatial,4,2x2x2x2,30,11,10,0.9742999851703644,0.973719984292984,0.9749299883842468,135946,122880,311.1,3173399040.0
spatial,mnist,dendritic_shunting,local_ca,per_soma,not_applicable,random,4,2x2x2x2,30,11,10,0.8923999726772308,0.888269978761673,0.8966399729251862,135946,122880,302.8,3173629440.0
spatial,mnist,dendritic_shunting,local_ca,per_soma,not_applicable,spatial,4,2x2x2x2,30,11,10,0.9047499775886536,0.9017599761486054,0.9081399798393249,135946,122880,304.5,3173629440.0
spatial,mnist,dendritic_shunting,local_ca,per_soma_shared,correct,random,4,2x2x2x2,30,11,10,0.9664799809455872,0.9658199727535248,0.9671499788761139,135946,122880,302.2,3174809088.0
spatial,mnist,dendritic_shunting,local_ca,per_soma_shared,correct,spatial,4,2x2x2x2,30,11,10,0.9735499799251557,0.9729799747467041,0.9740699768066406,135946,122880,305.9,3174809088.0
spatial,mnist,dendritic_shunting,standard,backprop,correct,random,4,2x2x2x2,30,11,10,0.9686499834060669,0.9680899858474732,0.9691799759864808,135946,122880,231.0,3086666240.0
spatial,mnist,dendritic_shunting,standard,backprop,correct,spatial,4,2x2x2x2,30,11,10,0.9742999851703644,0.9737299740314483,0.9749299943447113,135946,122880,238.2,3086666240.0
spatial,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,random,4,2x2x2x2,30,11,10,0.9134599804878235,0.9123199760913849,0.914630239456892,135946,122880,287.4,2380929024.0
spatial,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,spatial,4,2x2x2x2,30,11,10,0.9234299778938293,0.9225399790704251,0.9242599964141845,135946,122880,283.1,2380929024.0
spatial,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,random,4,2x2x2x2,30,11,10,0.7558799862861634,0.7451099930703641,0.7676202292740344,135946,122880,279.6,2378800128.0
spatial,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,spatial,4,2x2x2x2,30,11,10,0.7816299855709076,0.7769199848175049,0.7869799852371215,135946,122880,377.2,2379222835.2
spatial,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,random,4,2x2x2x2,30,11,10,0.9138399720191955,0.912749981880188,0.9149999678134918,135946,122880,279.1,2379922432.0
spatial,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,spatial,4,2x2x2x2,30,11,10,0.9255399763584137,0.9238899767398834,0.9272199749946595,135946,122880,280.1,2379922432.0
spatial,noise_resilience,dendritic_additive,standard,backprop,correct,random,4,2x2x2x2,30,11,10,0.9134599804878235,0.9123199820518494,0.9146499812602997,135946,122880,227.0,2298161664.0
spatial,noise_resilience,dendritic_additive,standard,backprop,correct,spatial,4,2x2x2x2,30,11,10,0.9234299778938293,0.92254998087883,0.924239981174469,135946,122880,227.6,2298161664.0
spatial,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,random,4,2x2x2x2,30,11,10,0.9363699615001678,0.9357799589633942,0.9369699597358704,135946,122880,311.9,3173399040.0
spatial,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,spatial,4,2x2x2x2,30,11,10,0.9433199763298035,0.9422999799251557,0.9442599713802338,135946,122880,312.1,3173399040.0
spatial,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,random,4,2x2x2x2,30,11,10,0.7607699811458588,0.7499194869399071,0.7712799727916717,135946,122880,308.7,3173629440.0
spatial,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,spatial,4,2x2x2x2,30,11,10,0.7911999821662903,0.7852299749851227,0.797900491207838,135946,122880,302.7,3173629440.0
spatial,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,random,4,2x2x2x2,30,11,10,0.9257599830627441,0.9245399713516236,0.9269202464818954,135946,122880,299.5,3174809088.0
spatial,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,spatial,4,2x2x2x2,30,11,10,0.9372699737548829,0.9364199757575988,0.9380499720573425,135946,122880,308.7,3174809088.0
spatial,noise_resilience,dendritic_shunting,standard,backprop,correct,random,4,2x2x2x2,30,11,10,0.936359965801239,0.9357699632644654,0.9369799673557282,135946,122880,240.2,3086666240.0
spatial,noise_resilience,dendritic_shunting,standard,backprop,correct,spatial,4,2x2x2x2,30,11,10,0.9433299720287323,0.9423199830949307,0.9442799687385559,135946,122880,239.3,3086666240.0
