config_id,sweep,model,strategy,seed,dataset,last_epoch,test_accuracy,train_accuracy,valid_accuracy,broadcast_bandwidth,broadcast_bits,broadcast_topk_fraction,use_additive_normalization
config_27,sweep_neurips_fa_dfa_v2_20260225132701,dendritic_additive,dfa,44,mnist,200,0.6674999594688416,0.6635000109672546,0.6574259400367737,,,,
config_28,sweep_neurips_fa_dfa_v2_20260225132701,dendritic_additive,dfa,45,mnist,200,0.6423999667167664,0.6343333125114441,0.6271296143531799,,,,
config_29,sweep_neurips_fa_dfa_v2_20260225132701,dendritic_additive,dfa,46,mnist,200,0.5447999835014343,0.543999969959259,0.5405185222625732,,,,
config_3,sweep_neurips_fa_dfa_v2_20260225132701,dendritic_shunting,standard,45,mnist,200,0.9078999757766724,0.9831666350364685,0.9018703699111938,,,,
config_30,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,standard,42,mnist,200,0.9156999588012695,1.0,0.9103888869285583,,,,
config_31,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,standard,43,mnist,200,0.9099999666213989,1.0,0.907611072063446,,,,
config_32,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,standard,44,mnist,200,0.9128999710083008,1.0,0.9087592363357544,,,,
config_33,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,standard,45,mnist,200,0.91839998960495,1.0,0.9124814867973328,,,,
config_34,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,standard,46,mnist,200,0.9104999899864197,1.0,0.9026666283607483,,,,
config_35,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,fa,42,mnist,200,0.5722000002861023,0.5668333172798157,0.5659444332122803,,,,
config_36,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,fa,43,mnist,200,0.49549999833106995,0.5059999823570251,0.4931851625442505,,,,
config_37,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,fa,44,mnist,200,0.5016999840736389,0.5011666417121887,0.4993148148059845,,,,
config_38,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,fa,45,mnist,200,0.5669999718666077,0.5625,0.5625925660133362,,,,
config_39,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,fa,46,mnist,200,0.45509999990463257,0.46683332324028015,0.45342591404914856,,,,
config_4,sweep_neurips_fa_dfa_v2_20260225132701,dendritic_shunting,standard,46,mnist,200,0.9073999524116516,0.9788333177566528,0.9046111106872559,,,,
config_40,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,dfa,42,mnist,200,0.5722000002861023,0.5668333172798157,0.5659444332122803,,,,
config_41,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,dfa,43,mnist,200,0.49549999833106995,0.5059999823570251,0.4931851625442505,,,,
config_42,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,dfa,44,mnist,200,0.5016999840736389,0.5011666417121887,0.4993148148059845,,,,
config_43,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,dfa,45,mnist,200,0.5669999718666077,0.5625,0.5625925660133362,,,,
config_44,sweep_neurips_fa_dfa_v2_20260225132701,point_mlp,dfa,46,mnist,200,0.45509999990463257,0.46683332324028015,0.45342591404914856,,,,
config_0,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,standard,42,cifar10,300,0.4034000039100647,0.5863999724388123,0.397599995136261,,,,
config_1,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,standard,43,cifar10,300,0.40119999647140503,0.5952000021934509,0.3959333300590515,,,,
config_10,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,standard,42,cifar10,300,0.38589999079704285,0.4245999753475189,0.3797111213207245,,,,
config_11,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,standard,43,cifar10,300,0.3836999833583832,0.4405999779701233,0.37586668133735657,,,,
config_12,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,standard,44,cifar10,300,0.3709000051021576,0.4397999942302704,0.36640000343322754,,,,
config_13,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,standard,45,cifar10,300,0.37279999256134033,0.4407999813556671,0.3767777681350708,,,,
config_14,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,standard,46,cifar10,300,0.37529999017715454,0.4245999753475189,0.3767111301422119,,,,
config_15,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,local_ca,42,cifar10,300,0.09999999403953552,0.10359999537467957,0.09960000216960907,,,,
config_16,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,local_ca,43,cifar10,300,0.09999999403953552,0.10639999806880951,0.09928888827562332,,,,
config_17,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,local_ca,44,cifar10,300,0.09999999403953552,0.11559999734163284,0.09826666861772537,,,,
config_18,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,local_ca,45,cifar10,300,0.09999999403953552,0.1013999953866005,0.09984444826841354,,,,
config_19,sweep_neurips_cifar10_local_20260225132739,dendritic_additive,local_ca,46,cifar10,300,0.09999999403953552,0.10559999942779541,0.09937778115272522,,,,
config_2,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,standard,44,cifar10,300,0.39809998869895935,0.599399983882904,0.3877333402633667,,,,
config_3,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,standard,45,cifar10,300,0.4009999930858612,0.6031999588012695,0.3953777849674225,,,,
config_4,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,standard,46,cifar10,300,0.4025999903678894,0.5727999806404114,0.3992444574832916,,,,
config_5,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,local_ca,42,cifar10,300,0.20729999244213104,0.22100000083446503,0.2043333351612091,,,,
config_6,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,local_ca,43,cifar10,300,0.2231999933719635,0.22179999947547913,0.21855555474758148,,,,
config_7,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,local_ca,44,cifar10,300,0.19999998807907104,0.21559999883174896,0.1929333359003067,,,,
config_8,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,local_ca,45,cifar10,300,0.21859999001026154,0.2231999933719635,0.21846666932106018,,,,
config_9,sweep_neurips_cifar10_local_20260225132739,dendritic_shunting,local_ca,46,cifar10,300,0.20989999175071716,0.21199999749660492,0.20897777378559113,,,,
config_0,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,42,mnist,200,0.6007999777793884,0.5981666445732117,0.594333291053772,full,8.0,0.3,
config_1,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,43,mnist,200,0.6057999730110168,0.6169999837875366,0.608462929725647,full,8.0,0.3,
config_10,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,42,mnist,200,0.5800999999046326,0.565833330154419,0.5717962980270386,quantized,8.0,0.3,
config_11,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,43,mnist,200,0.5787000060081482,0.5929999947547913,0.5827592611312866,quantized,8.0,0.3,
config_12,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,44,mnist,200,0.6753000020980835,0.6818333268165588,0.666259229183197,quantized,8.0,0.3,
config_13,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,45,mnist,200,0.637499988079071,0.643666684627533,0.6255925893783569,quantized,8.0,0.3,
config_14,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,46,mnist,200,0.6280999779701233,0.6305000185966492,0.6103147864341736,quantized,8.0,0.3,
config_15,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,42,mnist,200,0.26579999923706055,0.27149999141693115,0.264296293258667,sparse_topk,8.0,0.3,
config_16,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,43,mnist,200,0.3522000014781952,0.34966665506362915,0.3461296260356903,sparse_topk,8.0,0.3,
config_17,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,44,mnist,200,0.4422999918460846,0.4429999887943268,0.4385555386543274,sparse_topk,8.0,0.3,
config_18,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,45,mnist,200,0.4511999785900116,0.4504999816417694,0.44644442200660706,sparse_topk,8.0,0.3,
config_19,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,46,mnist,200,0.39879998564720154,0.39283332228660583,0.3925555348396301,sparse_topk,8.0,0.3,
config_2,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,44,mnist,200,0.6516000032424927,0.640666663646698,0.6345185041427612,full,8.0,0.3,
config_3,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,45,mnist,200,0.6024999618530273,0.6134999990463257,0.5954999923706055,full,8.0,0.3,
config_4,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,46,mnist,200,0.6247999668121338,0.622166633605957,0.6117407083511353,full,8.0,0.3,
config_5,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,42,mnist,200,0.3127000033855438,0.31816667318344116,0.3139074146747589,sign_only,8.0,0.3,
config_6,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,43,mnist,200,0.4057999849319458,0.4143333435058594,0.40344443917274475,sign_only,8.0,0.3,
config_7,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,44,mnist,200,0.3455999791622162,0.3490000069141388,0.341092586517334,sign_only,8.0,0.3,
config_8,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,45,mnist,200,0.39419999718666077,0.4020000100135803,0.3957962989807129,sign_only,8.0,0.3,
config_9,sweep_neurips_low_bandwidth_20260225141656,dendritic_shunting,local_ca,46,mnist,200,0.41419997811317444,0.4311666488647461,0.419481486082077,sign_only,8.0,0.3,
config_0,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,42,mnist,200,0.5503999590873718,0.5608333349227905,0.5509999990463257,quantized,2.0,0.3,
config_1,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,43,mnist,200,0.45829999446868896,0.4699999988079071,0.4527592360973358,quantized,2.0,0.3,
config_2,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,44,mnist,200,0.5543000102043152,0.5364999771118164,0.5435000061988831,quantized,2.0,0.3,
config_3,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,45,mnist,200,0.5460000038146973,0.5446666479110718,0.5275740623474121,quantized,2.0,0.3,
config_4,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,46,mnist,200,0.3911999762058258,0.39083331823349,0.3870370388031006,quantized,2.0,0.3,
config_5,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,42,mnist,200,0.58160001039505,0.5856666564941406,0.5733888745307922,quantized,4.0,0.3,
config_6,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,43,mnist,200,0.6212999820709229,0.6168333292007446,0.6075184941291809,quantized,4.0,0.3,
config_7,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,44,mnist,200,0.6381999850273132,0.6384999752044678,0.6330925822257996,quantized,4.0,0.3,
config_8,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,45,mnist,200,0.6119999885559082,0.625333309173584,0.6024999618530273,quantized,4.0,0.3,
config_9,sweep_neurips_low_bandwidth_bits_20260225141713,dendritic_shunting,local_ca,46,mnist,200,0.6279999613761902,0.625333309173584,0.614648163318634,quantized,4.0,0.3,
config_0,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,42,mnist,200,0.8970999717712402,0.972000002861023,0.8929259181022644,,,,False
config_1,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,43,mnist,200,0.8991999626159668,0.9754999876022339,0.8923333287239075,,,,False
config_10,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,42,mnist,200,0.9035999774932861,0.987500011920929,0.8986110687255859,,,,True
config_11,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,43,mnist,200,0.9129999876022339,0.9851666688919067,0.9038703441619873,,,,True
config_12,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,44,mnist,200,0.9085999727249146,0.9825000166893005,0.9003888964653015,,,,True
config_13,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,45,mnist,200,0.9065999984741211,0.9838333129882812,0.9024999737739563,,,,True
config_14,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,46,mnist,200,0.911799967288971,0.9836666584014893,0.9030370116233826,,,,True
config_15,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,42,mnist,200,0.5546000003814697,0.5463333129882812,0.5460370182991028,,,,True
config_16,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,43,mnist,200,0.4887000024318695,0.4925000071525574,0.48553702235221863,,,,True
config_17,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,44,mnist,200,0.5521999597549438,0.54666668176651,0.5534629225730896,,,,True
config_18,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,45,mnist,200,0.5888999700546265,0.5740000009536743,0.5762407183647156,,,,True
config_19,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,46,mnist,200,0.6157000064849854,0.6026666760444641,0.5977592468261719,,,,True
config_2,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,44,mnist,200,0.9003999829292297,0.9733332991600037,0.898888885974884,,,,False
config_3,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,45,mnist,200,0.8940999507904053,0.9741666316986084,0.8914999961853027,,,,False
config_4,sweep_neurips_additive_norm_20260225142220,dendritic_additive,standard,46,mnist,200,0.8966999650001526,0.9716666340827942,0.8941296339035034,,,,False
config_5,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,42,mnist,200,0.4648999869823456,0.44566667079925537,0.4519444406032562,,,,False
config_6,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,43,mnist,200,0.3911999762058258,0.39649999141693115,0.40012961626052856,,,,False
config_7,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,44,mnist,200,0.4578000009059906,0.4373333156108856,0.4419814646244049,,,,False
config_8,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,45,mnist,200,0.4732999801635742,0.4661666750907898,0.4669814705848694,,,,False
config_9,sweep_neurips_additive_norm_20260225142220,dendritic_additive,local_ca,46,mnist,200,0.5383999943733215,0.5454999804496765,0.5461481213569641,,,,False
